Mission: Impossible - Ghost Protocol,18289
Die Hard,1007
Cars,10979
Sherlock Holmes: A Game of Shadows,18258
Spirited Away,5481
The Fifth Element,1460
Ice Age,5084
Raiders of the Lost Ark,1156
Casino Royale,11404
Back to the Future Part II,1902
Insurgent,28780
Catch Me If You Can,5851
Toy Story 2,2997
The Shining,1213
"I, Robot",7917
Limitless,16572
The Great Gatsby,20910
The Fault in Our Stars,23512
Ocean's Eleven,4833
The Hangover Part II,17136
Blade Runner,536
Drive,17439
Reservoir Dogs,1057
The Fate of the Furious,43255
12 Years a Slave,21878
Charlie and the Chocolate Factory,9536
Eternal Sunshine of the Spotless Mind,7208
Edward Scissorhands,2178
Twilight,13133
Spider-Man 3,11780
Terminator Genisys,25865
Zombieland,14236
Life Is Beautiful,2211
The Bourne Identity,5284
Monsters University,21101
X-Men: The Last Stand,10973
Oz: The Great and Powerful,20544
Donnie Darko,4748
X2,6195
The Secret Life of Pets,30499
A Good Day to Die Hard,20447
In Time,17980
Elysium,21131
The Matrix Reloaded,6221
Aladdin,581
The Social Network,15798
The Fast and the Furious,4241
Nightcrawler,24445
Argo,19590
Moana,41457
District 9,13966
American Beauty,2742
A Clockwork Orange,1163
Tangled,16130
The Godfather: Part II,1178
Braveheart,108
The Theory of Everything,24982
Amélie,4843
The Curious Case of Benjamin Button,13219
22 Jump Street,23553
Now You See Me 2,38850
E.T. the Extra-Terrestrial,1065
Transformers: Dark of the Moon,17293
Fifty Shades of Grey,27478
Independence Day,760
The Usual Suspects,49
Madagascar,10089
Cast Away,3897
Hacksaw Ridge,40416
Hansel & Gretel: Witch Hunters,20335
Aliens,1158
Mission: Impossible - Rogue Nation,23472
Godzilla,23360
Kung Fu Panda,12648
The Sixth Sense,2647
Indiana Jones and the Last Crusade,1246
The Secret Life of Walter Mitty,22167
Miss Peregrine's Home for Peculiar Children,40025
GoodFellas,1170
The Devil Wears Prada,11007
Transformers: Revenge of the Fallen,13833
Men in Black II,5325
Snow White and the Huntsman,18973
Prisoners,21604
Gran Torino,13187
The Conjuring,21276
How to Train Your Dragon 2,23557
The Notebook,7834
Kong: Skull Island,42171
The Matrix Revolutions,6783
Maze Runner: The Scorch Trials,25206
Into the Wild,12083
Transformers: Age of Extinction,23617
The Lego Movie,22718
Chappie,25797
Pan's Labyrinth,11308
Bruce Almighty,6228
American History X,2216
A Beautiful Mind,4865
The Incredible Hulk,12700
No Country for Old Men,12170
Shrek 2,7717
2001: A Space Odyssey,897
The Perks of Being a Wallflower,19460
We're the Millers,21407
Hancock,12706
Mr. & Mrs. Smith,10104
Jack Reacher,20050
G.I. Joe: Retaliation,20536
Fantastic Four,10192
Ice Age: The Meltdown,10826
Cloud Atlas,19669
Beauty and the Beast,588
San Andreas,29575
Scarface,4135
Quantum of Solace,13061
Olympus Has Fallen,20620
One Flew Over the Cuckoo's Nest,1152
The Big Lebowski,1650
The Equalizer,23555
(500) Days of Summer,13874
The Hangover Part III,20968
Back to the Future Part III,1903
Get Out,42169
The Expendables,15608
The Jungle Book,31390
Dallas Buyers Club,21948
Snatch,3886
Night at the Museum,11123
The Expendables 2,18239
The Bourne Ultimatum,11965
John Wick: Chapter 2,42168
Slumdog Millionaire,13060
Snowpiercer,22300
Tomorrowland,29291
TRON: Legacy,16279
Watchmen,12815
Good Will Hunting,1624
The Bourne Supremacy,7938
American Hustle,22166
RED,15989
Indiana Jones and the Temple of Doom,2006
Troy,7291
Room,32144
The King's Speech,16129
Jupiter Ascending,23896
Pirates of the Caribbean: Dead Men Tell No Tales,26560
The Mummy,2503
Dead Poets Society,1201
Taken 2,19473
Assassin's Creed,41809
Neighbors,23309
The Da Vinci Code,10972
Sin City,9888
Source Code,16833
Spotlight,33041
Real Steel,17935
Trainspotting,758
Ice Age: Continental Drift,19139
Dunkirk,44678
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",10597
Warm Bodies,20022
The Bourne Legacy,18255
The Big Short,35110
Alien: Covenant,42902
Teenage Mutant Ninja Turtles,23897
Mission: Impossible,638
Me Before You,36223
127 Hours,16057
Minority Report,5311
Fantastic 4: Rise of the Silver Surfer,11864
The Twilight Saga: Breaking Dawn - Part 2,19814
Star Trek Beyond,30557
Jack the Giant Slayer,20527
Bridge of Spies,33369
Taxi Driver,109
Jaws,1338
Hotel Transylvania,19569
The Twilight Saga: Breaking Dawn - Part 1,18150
The Pursuit of Happyness,11138
Full Metal Jacket,1179
Spy,30134
Focus,28443
Wanted,12705
After Earth,21018
Pixels,30398
Indiana Jones and the Kingdom of the Crystal Skull,12625
Underworld,6605
Green Lantern,17272
Independence Day: Resurgence,30556
The Mask,362
Ghost in the Shell,42309
Armageddon,1808
Total Recall,19218
10 Cloverfield Lane,36251
The Lost World: Jurassic Park,1474
Requiem for a Dream,3824
Ted 2,30690
"Crazy, Stupid, Love.",17447
Million Dollar Baby,9522
The Twilight Saga: New Moon,14425
The Purge,21080
Terminator Salvation,13693
Super 8,17238
Captain Phillips,21792
Fast Five,17052
The Legend of Tarzan,39331
Home Alone,579
Shaun of the Dead,8147
The Girl with the Dragon Tattoo,18293
Twelve Monkeys,31
Sicario,31954
The Day After Tomorrow,7718
Home Alone 2: Lost in New York,2837
Flight,19732
The Croods,20550
Dracula Untold,24278
300: Rise of an Empire,22927
Ghostbusters,2601
Cinderella,28664
Fast & Furious,13581
Jumanji,1
Noah,23062
Psycho,1176
King Kong,10598
Mean Girls,7284
War of the Worlds,10177
This Is the End,20829
Jason Bourne,39287
RoboCop,22723
Dark Shadows,18924
The Twilight Saga: Eclipse,15408
The Nice Guys,38501
A Bug's Life,2242
Prince of Persia: The Sands of Time,15265
"The Good, the Bad and the Ugly",1159
Sing,41688
The Lone Ranger,21175
The Magnificent Seven,39932
Groundhog Day,1220
American Pie,2591
Shrek the Third,11825
Ender's Game,21922
Blood Diamond,11437
Horrible Bosses,17358
Fifty Shades Darker,42355
The Interview,25532
Transcendence,23234
The Boss Baby,42235
The Simpsons Movie,11959
Ice Age: Dawn of the Dinosaurs,13848
Warcraft,26557
Fantastic Four,26563
Inferno,40951
The Cabin in the Woods,18796
Juno,12230
Rush,21611
Pitch Perfect,19384
Sausage Party,38753
The Man from U.N.C.L.E.,31444
Friends with Benefits,17508
Non-Stop,22899
Cloverfield,12328
Easy A,15814
Clash of the Titans,15006
Hellboy,7220
Kick-Ass 2,21417
Nerve,39463
The Mummy Returns,4142
Saw,8230
Hot Fuzz,11617
Lara Croft: Tomb Raider,4239
Taken 3,25835
Rio,16964
The Book of Eli,14631
Ghostbusters,39149
Hugo,18092
The Breakfast Club,1859
Scott Pilgrim vs. the World,15609
Angels & Demons,13670
Hidden Figures,41540
Terminator 3: Rise of the Machines,6388
John Carter,18685
Ocean's Twelve,8257
Click,11002
50 First Dates,7140
Superbad,11985
Batman,585
Battleship,18833
About Time,21460
The Nightmare Before Christmas,546
12 Angry Men,1161
Predator,3406
American Psycho,3413
Salt,15516
The Mummy,43238
Live Free or Die Hard,11921
The Accountant,40028
Children of Men,11353
The Butterfly Effect,7101
Southpaw,31953
Apocalypse Now,1165
Jurassic Park III,4509
Sully,39475
Resident Evil,5085
The Adventures of Tintin,18069
Rango,16738
Die Hard: With a Vengeance,162
Seven Pounds,13198
Mulan,1798
Cars 2,17361
2 Fast 2 Furious,6238
Baby Driver,43644
Zodiac,11646
Fargo,600
Percy Jackson & the Olympians: The Lightning Thief,14841
The Impossible,20060
Riddick,21418
Big Fish,6994
Allegiant,30400
Mission: Impossible III,10952
Cowboys & Aliens,16492
The Age of Adaline,29463
Midnight in Paris,17125
Howl's Moving Castle,9698
The Exorcist,1888
Princess Mononoke,2884
Ocean's Thirteen,11845
Night at the Museum: Battle of the Smithsonian,13694
Shrek Forever After,15372
The 40 Year Old Virgin,10301
The Conjuring 2,39097
A.I. Artificial Intelligence,4242
Boyhood,23594
The Purge: Anarchy,23748
Despicable Me 3,44009
Oldboy,9430
Paper Towns,28171
Pitch Perfect 2,29799
Unbreakable,3869
The 5th Wave,34978
Nocturnal Animals,35353
G.I. Joe: The Rise of Cobra,13975
Rise of the Guardians,19825
National Treasure,8245
The Terminal,7830
Snow White and the Seven Dwarfs,587
Predestination,24315
Dredd,19432
Megamind,16058
The Help,17603
Mission: Impossible II,3501
Chronicle,18499
Gangs of New York,5818
Creed,34502
Life,42853
Exodus: Gods and Kings,24897
Corpse Bride,10385
Blade,2058
The Italian Job,6233
The Last Samurai,6991
Lost in Translation,6562
The Pianist,5857
The Intern,32117
Kung Fu Panda 2,17213
Les Misérables,20062
The Little Mermaid,1972
Die Hard 2,1321
Love Actually,6791
White House Down,21162
It Follows,26031
Dumb and Dumber,227
Night at the Museum: Secret of the Tomb,25539
The Babadook,23665
Heat,5
Underworld: Awakening,18382
The Hurt Locker,13817
Yes Man,13221
Madagascar: Escape 2 Africa,13053
The Giver,23906
The Host,20670
The Proposal,13798
Madagascar 3: Europe's Most Wanted,19051
Jumper,12405
City of God,5878
Gattaca,1575
Rocky,1845
Jack Reacher: Never Go Back,41053
Constantine,9709
The Girl on the Train,40026
Pearl Harbor,4182
Black Hawk Down,4880
Moonlight,39962
Moon,13622
Don't Breathe,39688
The Expendables 3,23767
Baywatch,43231
Paul,16705
The World's End,21163
28 Days Later,6353
Speed,372
The Island,10221
Pitch Black,3182
Pretty Woman,590
Everest,33022
Gangster Squad,20206
Cloudy with a Chance of Meatballs,14167
Bolt,13129
The Jungle Book,1969
The Dictator,18953
The Good Dinosaur,30759
Alice Through the Looking Glass,38727
National Treasure: Book of Secrets,12278
Insidious,16884
Sleepy Hollow,2964
Hachi: A Dog's Tale,14625
10 Things I Hate About You,2459
Rain Man,1852
Cinderella,993
Evil Dead,20720
Ghost Rider,11592
The Fast and the Furious: Tokyo Drift,11054
Grown Ups,15481
Sweeney Todd: The Demon Barber of Fleet Street,12277
Total Recall,2800
The Tourist,16220
Meet the Parents,3823
Monty Python and the Holy Grail,1100
Hercules,1495
Due Date,16054
The A-Team,15344
Top Gun,1069
Sex Tape,23737
My Neighbor Totoro,5833
Bad Boys,142
Little Miss Sunshine,11073
The Transporter,5439
Zero Dark Thirty,20008
Hitch,9704
The Ring,5542
Tarzan,2572
Don Jon,21698
The Others,4591
Tropic Thunder,12883
Hercules,23772
Batman Returns,1328
True Grit,16278
Moonrise Kingdom,19016
Lion,41128
Central Intelligence,39224
Bridesmaids,17107
The Internship,20932
The Place Beyond the Pines,20663
The Wizard of Oz,892
The Danish Girl,32757
Into the Woods,25503
Escape Plan,21830
Percy Jackson: Sea of Monsters,21380
Ace Ventura: Pet Detective,339
The Adjustment Bureau,16742
8 Mile,5672
War for the Planet of the Apes,44274
The Karate Kid,15496
Van Helsing,7287
Inside Man,10843
"Lock, Stock and Two Smoking Barrels",2429
The Chronicles of Narnia: Prince Caspian,12614
Identity Thief,20413
Training Day,4646
Alien³,1273
Sucker Punch,16842
"Love, Rosie",24465
The Illusionist,11201
London Has Fallen,36252
The Mortal Instruments: City of Bones,21438
From Dusk Till Dawn,69
One Hundred and One Dalmatians,1976
American Reunion,18793
Mrs. Doubtfire,495
Apollo 13,147
Bad Teacher,17283
Grease,1331
Kung Fu Panda 3,35387
The Thing,2175
Gremlins,1894
The Blind Side,14465
Signs,5368
Project X,18667
The Shallows,38607
Underworld: Blood Wars,41502
Joy,32459
Resident Evil: Retribution,19418
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,11306
There's Something About Mary,1814
Mr. Nobody,15530
Face/Off,1502
Shark Tale,8180
Sinister,19561
2 Guns,21337
Steve Jobs,30942
I Am Number Four,16763
Pain & Gain,20799
The Heat,21171
The Chronicles of Riddick,7728
The Godfather: Part III,1914
Annabelle,24258
Bad Boys II,6399
Just Go with It,16818
Equilibrium,5765
Starship Troopers,1598
Knight and Day,15487
Man on Fire,7278
There Will Be Blood,12280
Jackie Brown,1647
Spring Breakers,20598
Horrible Bosses 2,25110
The Huntsman: Winter's War,37926
Hulk,6385
Captain Fantastic,38798
Stand by Me,1214
Hook,3368
The Goonies,1896
Need for Speed,22981
Interview with the Vampire,249
Alice in Wonderland,1003
The Game,1551
Blade II,5120
Hellboy II: The Golden Army,12365
The Chronicles of Narnia: The Voyage of the Dawn Treader,16210
Manchester by the Sea,41127
Collateral Beauty,41280
Daredevil,6019
Lone Survivor,22206
Underworld: Evolution,10709
RED 2,21309
The Monuments Men,22716
Mars Attacks!,1342
The Emperor's New Groove,3891
Home,28795
Brokeback Mountain,10450
Rear Window,877
Batman Forever,150
The Book Thief,22043
Knowing,13502
Hotel Transylvania 2,33246
American Gangster,12165
The Sorcerer's Apprentice,15483
The Aviator,9542
The Polar Express,8238
First Blood,2290
Anchorman: The Legend of Ron Burgundy,7914
Law Abiding Citizen,14301
Lemony Snicket's A Series of Unfortunate Events,9392
Scream,1356
Déjà Vu,11407
The Princess Bride,1155
Mulholland Drive,4718
The Town,15807
Enchanted,12210
The Fighter,16144
Gone in Sixty Seconds,3595
Pocahontas,47
King Arthur: Legend of the Sword,42214
Carrie,21841
xXx: Return of Xander Cage,41972
Shooter,11692
A Million Ways to Die in the West,23459
Crimson Peak,28290
RoboCop,2869
The Boy in the Striped Pyjamas,13137
Neighbors 2: Sorority Rising,37927
Anastasia,1610
Deepwater Horizon,40024
Collateral,8071
The Grey,18383
Beetlejuice,2065
The Rock,716
The Lego Batman Movie,41976
Mystic River,6721
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,732
The Witch,32182
The Iron Giant,2646
Scary Movie,3663
Parker,20324
The Other Woman,23245
Who Framed Roger Rabbit,2871
The Great Wall,41642
Monsters vs Aliens,13524
Casablanca,885
Battle: Los Angeles,16769
Wrath of the Titans,18779
Happy Feet,11405
Lincoln,19799
Liar Liar,1425
xXx,5373
School of Rock,6714
Mama,20262
Bambi,1909
Batman & Robin,1491
Underworld: Rise of the Lycans,13317
Lara Croft Tomb Raider: The Cradle of Life,6415
Transformers: The Last Knight,44842
How the Grinch Stole Christmas,3863
The Mist,12209
Unbroken,25393
Mamma Mia!,12768
Robin Hood,15202
The Judge,24357
Coraline,13371
Superman Returns,11067
Dirty Grandpa,36133
The Untouchables,2085
The Mummy: Tomb of the Dragon Emperor,12849
Final Destination,3290
If I Stay,23962
Allied,40914
In Bruges,12368
The Devil's Advocate,1567
Pinocchio,589
Meet the Fockers,9547
This Means War,18678
Brother Bear,6740
Moneyball,17758
The Other Guys,15581
Wedding Crashers,10196
21,12508
Pride & Prejudice,10545
Romeo + Juliet,1029
The Visit,32304
Bridget Jones's Diary,4119
Marley & Me,13258
War Dogs,39539
17 Again,13602
Alien: Resurrection,1612
Robots,9771
Resident Evil: Afterlife,15776
Straight Outta Compton,32372
Ghost,580
Peter Pan,1978
Penguins of Madagascar,25184
American Pie 2,4589
The DUFF,27665
1408,11917
Dirty Dancing,1056
Lilo & Stitch,5310
Public Enemies,13847
Lethal Weapon,1891
No Strings Attached,16621
Zoolander,4686
Safe House,18524
Death Proof,11869
47 Ronin,22060
The Purge: Election Year,39332
Lord of War,10336
Lucky Number Slevin,10881
Journey to the Center of the Earth,12789
Blow,4112
Paranormal Activity,14192
Contagion,17750
Moulin Rouge!,4180
The Golden Compass,12216
The Last Witch Hunter,30541
Casino,15
Side Effects,20410
L.A. Confidential,1544
The Lobster,29916
The Hitchhiker's Guide to the Galaxy,9977
Ferris Bueller's Day Off,2802
Contact,1512
"Hail, Caesar!",33533
Space Jam,662
Sleeping Beauty,1987
The Vow,18525
Enemy,22658
Power Rangers,42901
Fear and Loathing in Las Vegas,1775
Antz,2181
The Royal Tenenbaums,4849
Sin City: A Dame to Kill For,23957
Notting Hill,2556
Ip Man,13286
Resident Evil: Extinction,12080
Hell or High Water,39663
Panic Room,5132
Gods of Egypt,36245
Dear John,14873
In the Heart of the Sea,25055
Warrior,17828
Abraham Lincoln: Vampire Hunter,19082
Orphan,13948
Hannibal,4022
Pompeii,23289
The Princess and the Frog,14496
9,14117
Con Air,1482
Saw II,10480
Unknown,16670
The Aristocats,608
Serenity,10240
Bad Moms,39662
50/50,17848
Resident Evil: Apocalypse,8134
Snowden,38305
Begin Again,23422
Hanna,16946
The Last Stand,20261
The Machinist,8223
R.I.P.D.,21262
Blade: Trinity,8258
The Call,20619
The Green Hornet,16437
The Beach,3167
Planet of the Apes,4514
Finding Neverland,8243
Love & Other Drugs,16209
Enemy of the State,2240
Eyes Wide Shut,2597
Black Mass,30760
13 Going on 30,7277
The Holiday,11411
Atlantis: The Lost Empire,4238
Saving Mr. Banks,22224
Knocked Up,11811
Rush Hour,2160
Charlie's Angels,3852
Apocalypto,11296
Burn After Reading,12910
Up in the Air,14334
Citizen Kane,896
AVP: Alien vs. Predator,8083
Lady and the Tramp,1971
The Fugitive,452
The Woman in Black,18500
Insidious: Chapter 2,21609
Mechanic: Resurrection,39920
Platoon,1058
Big Eyes,25501
Brooklyn,27819
Mad Max,3580
Let's Be Cops,23918
Predators,15463
Life of Brian,1048
28 Weeks Later,11815
How to Be Single,35249
Seven Psychopaths,19591
Surrogates,14234
Vacation,30958
Mary Poppins,999
Stardust,11955
Alvin and the Chipmunks,12218
A Nightmare on Elm Street,1299
The Mask of Zorro,1897
3:10 to Yuma,12042
Sunshine,11732
Bee Movie,12166
Fantastic Mr. Fox,14378
Dumbo,1000
Death Race,12893
The Bling Ring,21099
Why Him?,41680
Chef,23379
The Smurfs,17498
Perfume: The Story of a Murderer,11377
Valkyrie,13224
Jack Ryan: Shadow Recruit,22524
Forgetting Sarah Marshall,12540
Evan Almighty,11924
GoldenEye,9
Unstoppable,16114
Trainwreck,30146
Chicken Run,3629
Kingdom of Heaven,10012
End of Watch,19455
Jobs,21435
Hitman: Agent 47,29705
The Hunchback of Notre Dame,763
Insomnia,5254
The League of Extraordinary Gentlemen,6392
Grown Ups 2,21410
The Last Airbender,15422
Donnie Brasco,1409
Lights Out,39335
Meet Joe Black,2227
Crash,10014
Crank,11152
Machete,15735
Ice Age: Collision Course,39334
Pineapple Express,12866
Run All Night,28624
Ghost Rider: Spirit of Vengeance,18609
Vertigo,876
Once Upon a Time in the West,1166
American Wedding,6437
Snitch,20498
Robin Hood,2917
The Walk,31484
Changeling,13057
Invictus,14494
Date Night,15026
Mirror Mirror,18832
Bridge to Terabithia,11537
A Walk Among the Tombstones,24140
"O Brother, Where Art Thou?",3902
Epic,20971
Red Dragon,5493
Dumb and Dumber To,24939
Resident Evil: The Final Chapter,42271
The Bucket List,12254
True Lies,375
A Christmas Carol,14394
Match Point,10585
The Butler,21446
The Boy,36087
Unforgiven,1221
Ghostbusters II,2602
The Patriot,3631
Ace Ventura: When Nature Calls,18
Blue Jasmine,21349
Still Alice,25199
Being John Malkovich,2881
Close Encounters of the Third Kind,3351
Self/less,30534
Under the Skin,22980
Over the Hedge,10969
Blue Is the Warmest Color,21745
Serial (Bad) Weddings,23467
The Road,13059
Die Another Day,5734
Transporter 3,13135
Planet Terror,12041
Amadeus,1182
Airplane!,2676
Once Upon a Time in America,1184
Saw III,11365
It's a Wonderful Life,926
Road to Perdition,5330
Cube,2121
The Village,8056
The Lovely Bones,14493
Vanilla Sky,4845
American Ultra,32370
Money Monster,38140
Upside Down,20383
Turbo,21293
Silent Hill,10942
The Blues Brothers,1177
Unfriended,28831
Step Up,11170
Little Fockers,16346
The Blair Witch Project,2595
Identity,6185
I Origins,23743
Dracula,1291
Phone Booth,6143
Misery,3378
Step Brothers,12826
Dances with Wolves,583
The Longest Ride,29438
Babel,11087
Breakfast at Tiffany's,875
Mud,20850
Oculus,23200
Rush Hour 2,4572
Mortdecai,27477
The Gift,32174
Transporter 2,10332
The Raid,18795
Atonement,12049
The Artist,17857
Godzilla,1773
Rings,42096
The Spectacular Now,21219
Get Smart,12713
You Don't Mess with the Zohan,12675
Office Space,2389
Halloween,1873
Lethal Weapon 2,1892
The Mechanic,16760
The Princess Diaries,4571
North by Northwest,881
Magic Mike,19112
Downfall,9647
The Day the Earth Stood Still,13172
A Walk to Remember,4936
Lawless,19340
Trolls,40969
The Family,21614
The Man in the Iron Mask,1702
Vicky Cristina Barcelona,12855
Journey 2: The Mysterious Island,18554
The Angry Birds Movie,38196
High School Musical,11034
The Lorax,18668
Final Destination 2,5920
Casper,155
The Number 23,11596
Annie Hall,1186
Valentine's Day,14822
Wild Wild West,2586
Superman,2526
Dawn of the Dead,7207
Eagle Eye,12975
The Fly,2342
Disturbia,11746
The Lion King 2: Simba's Pride,9115
Gone Baby Gone,12101
Austin Powers: The Spy Who Shagged Me,2568
The Boy Next Door,28207
Austin Powers: International Man of Mystery,1451
The NeverEnding Story,2052
The Wrestler,13204
Your Name.,40251
The Descent,10550
Blended,23421
The BFG,38735
Johnny English Reborn,18006
Enemy at the Gates,4096
A Monster Calls,40596
Big,2682
Goosebumps,33833
What Women Want,3893
The Girl with the Dragon Tattoo,13507
The Naked Gun: From the Files of Police Squad!,3744
That Awkward Moment,22877
Scary Movie 2,4260
Philadelphia,503
Demolition Man,437
Beautiful Creatures,20442
Waterworld,205
War Horse,18155
The Circle,33361
Carol,29865
27 Dresses,12300
P.S. I Love You,12298
Rambo,12356
The Tree of Life,17130
DodgeBall: A True Underdog Story,7829
Secret Window,7194
Elf,6785
Ouija,24438
One Day,17454
Insidious: Chapter 3,26554
The Ugly Truth,13952
Goldfinger,2831
Final Destination 3,10776
Stuart Little,3040
Bicentennial Man,3039
Let the Right One In,12891
Rio 2,23224
Austin Powers in Goldmember,5347
Gone with the Wind,893
Drag Me to Hell,13723
Legend,32730
Battle Royale,6870
Eragon,11445
He's Just Not That Into You,13381
For a Few Dollars More,3559
Abduction,18007
Miss Congeniality,3900
Beverly Hills Cop,3959
Before Sunrise,212
Train to Busan,39821
Teenage Mutant Ninja Turtles: Out of the Shadows,39038
Rocky IV,2298
Kubo and the Two Strings,40015
Hitman,12211
The Lucky One,18895
Mad Max 2: The Road Warrior,3581
Remember Me,14915
Seventh Son,25622
The Crow,348
Treasure Planet,5744
Chocolat,3889
Pan,28764
The Lives of Others,10863
Carrie,1297
Trance,20721
Grave of the Fireflies,5553
Burnt,33063
Chicken Little,10520
When Harry Met Sally...,1261
Bridget Jones's Baby,40020
The Taking of Pelham 1 2 3,13780
The Hunt for Red October,1537
Raging Bull,1185
The Happening,12699
Twister,719
The Sound of Music,1006
Foxcatcher,24640
13 Hours: The Secret Soldiers of Benghazi,31485
Me and Earl and the Dying Girl,27866
Wild,25467
Get Hard,28940
The Birds,1286
The Last Song,15129
Red Riding Hood,16827
Planet of the Apes,2416
Alexander,8250
"Me, Myself & Irene",3630
The Descendants,18146
[REC],12320
Dr. No,2833
Ponyo,13264
Project Almanac,27815
The Edge of Seventeen,39773
Frankenweenie,19556
"Crouching Tiger, Hidden Dragon",3871
What Happens in Vegas,12604
Rocky II,2296
Scary Movie 3,6739
Swordfish,4216
The Hunt,19461
As Good as It Gets,1689
Tower Heist,18063
The Three Musketeers,17979
Coming to America,4361
What's Eating Gilbert Grape,332
21 Grams,6802
The Deer Hunter,1218
Stargate,312
Jerry Maguire,1344
Tomorrow Never Dies,1640
Anchorman 2: The Legend Continues,22285
Chinatown,1207
A Cure for Wellness,41929
Saw IV,12141
Robin Hood: Prince of Thieves,998
Anger Management,6149
Cloudy with a Chance of Meatballs 2,21780
Man on a Ledge,18384
The Sword in the Stone,996
"10,000 BC",12441
A Knight's Tale,4171
Scream 4,16963
Charlie's Angels: Full Throttle,6354
